accession_num,artist,title_date,medium,medium category,dimensions,type,exam_date,overall_condition,remarks,priority,overall_analysis,rec_treat,treatment type
32-143/22,Ishikawa Toyonobu,A Tayu (first class courtesan) standing before the doorway of her house,Urushi-e,Ink print,Overall: 12 1/2 x 5 3/4 in. (31.75 x 14.605 cm),Examination,7/25/1989,(not entered),Condition:  Frame:   Mat/Mount:   Object: color good oxidation of paper below bronze mod discolor of paper mod soiling abrasion across B distortions in black robe  Recommended Treatment: clean wash  Care and Maintenance:   Curatorial Priority:,3-Treatment as necessary,,wash,wash
32-143/23,Nishimura Shigenaga,"A Man Performing the Shojo Dance on a Wine Keg, 1744",Beni-e,Ink print,Overall: 11 1/2 x 5 3/4 in. (29.21 x 14.605 cm),Examination,7/25/1989,(not entered),"Condition:  Frame:   Mat/Mount:   Object: color good paper severely degraded no flexibility, num old mends sm losses color of sheet is dark brown  Recommended Treatment: wash mend insert  Care and Maintenance:   Curatorial Priority:",2-Treatment recommended,,wash mend/insert,wash & mend/insert
32-143/24,Nishimura Shigenaga,"Three Horses under Blossoming Cherry Trees, 1744",Beni-e,Ink print,Overall: 12 1/4 x 5 1/4 in. (31.115 x 13.335 cm),Examination,7/25/1989,(not entered),"Condition:  Frame:   Mat/Mount:   Object: pink pale, unfaded discoloration sl soiling sl-mod few old inserts - good  Recommended Treatment: dry clean  Care and Maintenance:   Curatorial Priority:",5-No treatment needed,,clean,surface clean
32-143/26,Okumura Masanobu,One of the 24 Paragons of Filial Piety with a Pot of Gold,Beni-e,Ink print,Overall: 12 1/2 x 6 1/4 in. (31.75 x 15.875 cm),Examination,7/25/1989,(not entered),"Condition:  Frame:   Mat/Mount:   Object: color good  some metal oxidation sl-mod discoloration edges, espec T and B, have mottled staining and abrasion  Recommended Treatment: clean  Care and Maintenance:   Curatorial Priority:",5-No treatment needed,,clean,surface clean
32-143/27,Okumura Masanobu,Ukiye San-yu Sanpukutsui (Three Courtesans at Leisure),Color woodblock,Ink print,Overall: 13 3/8 x 18 1/2 in. (33.9725 x 46.99 cm),Examination,7/25/1989,(not entered),"Condition:  Frame:   Mat/Mount:   Object: colors good discolor, sl-mod soiling heavy severe in margins hundreds of holes, well inserted; color now bad surf mod abraded with some mis-placed fibres  Recommended Treatment: clean reduce and amend inpaing  Care and Maintenance:   Curatorial Priority:",5-No treatment needed,,reduce adhesive wash,wash
32-143/28,Okumura Masanobu,The Actor Ichikawa Ebizo as Kanshojo Worshipping the Thunder God,Beni-e,Ink print,Overall: 12 3/8 x 5 3/4 in. (31.4325 x 14.605 cm),Examination,7/25/1989,(not entered),"Condition:  Frame:   Mat/Mount:   Object: mod discolor of red, though still red sl discoloration sl-mod soiling soil and abrasion worst at edges  Recommended Treatment: clean  Care and Maintenance:   Curatorial Priority:",5-No treatment needed,,clean,surface clean
32-143/29,Okumura Masanobu,Girl Reading a Love Letter,Beni-e,Ink print,Overall: 26 1/8 x 9 3/4 in. (66.3575 x 24.765 cm),Examination,2/7/1990,(not entered),Condition:  Frame:   Mat/Mount:   Object: severe fading of all but yellow discolor mod; soil sl-mod areas of thinning-mostly at T and small overall backed with thin tissue - good  Recommended Treatment: wash  Care and Maintenance:   Curatorial Priority:,4-Periodic monitoring needed,,wash,wash
32-143/30,Okumura Masanobu,"Three Nights of Yoshiwara First-class Courtesans Yoshiwara Keisei Sanyu, ca. 1765",Nishiki-e,Ink print,Overall: 12 7/8 x 5 3/4 in. (32.7025 x 14.605 cm),Examination,7/25/1989,(not entered),Condition:  Frame:   Mat/Mount:   Object: yellow faded to oblivion part delam at B (stable);  old mends sl-mod discolor heavy soiling and abrasion at edges  Recommended Treatment: clean reduce abrasion wash mend  Care and Maintenance:   Curatorial Priority:,5-No treatment needed,,reduce abrasion wash mend,wash
32-143/31,Hasegawa Mitsunobu,Two Lovers,Nishiki-e,Ink print,Overall: 10 1/2 x 15 in. (26.67 x 38.1 cm),Examination,7/25/1989,(not entered),"Condition:  Frame:   Mat/Mount:   Object: discolor mod, with mottled stains soiling extremely heavy on sides mod - severe abrasion, with some dark ""rolled"" fibers  Recommended Treatment: clean wash  Care and Maintenance:   Curatorial Priority:",3-Treatment as necessary,,wash,wash
32-143/32,Tanaka Masunobu,"A Girl Holding a Fan Aloft Stands on Daikoku's Shoulder, 1744",Beni-e,Ink print,Overall: 28 1/4 x 4 5/8 in. (71.755 x 11.7475 cm),Examination,2/6/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: colors, including aigami and purple, excellent discolor and soil mod - grey case few wormholes - poor inptg num thinned areas, some good mends  Recommended Treatment: clean   Care and Maintenance: LIMIT EXPOSURE TO LIGHT DO NOT LOAN  Curatorial Priority:",5-No treatment needed,,clean,surface clean
32-143/53,Suzuki Harunobu,"The Tamagawa in Ide - a Famous Place in Yamashiro Province, ca. 1765",Nishiki-e,Ink print,Overall: 28 1/8 x 5 1/4 in. (71.4375 x 13.335 cm),Examination,2/6/1990,(not entered),Condition:  Frame:   Mat/Mount:   Object: aigami and purple faded out discolor and soil mod hand stains severe at T overall backed no evidence of physical weakness  Recommended Treatment: clean remove backing wash  Care and Maintenance:   Curatorial Priority:,4-Periodic monitoring needed,,remove backing,backing removal
32-143/54,Suzuki Harushige,"Amagoi (Praying for Rain), ca. 1765",Nishiki-e,Ink print,Overall: 10 15/16 x 8 1/8 in. (27.7813 x 20.6375 cm),Examination,1/5/1990,(not entered),Condition:  Frame:   Mat/Mount:   Object: sl-mod fading purple sl gen discolor and soil remants old hinges and mounts on reverse glassine mend(?) in LR embossed  Recommended Treatment: none  Care and Maintenance:   Curatorial Priority:,,,none,none
32-143/55,Suzuki Harushige,"A Lady Watching Her Maid Releasing Goldfish in a Garden Pond, ca. 1765",Nishiki-e,Ink print,Overall: 11 1/4 x 8 1/2 in. (28.575 x 21.59 cm),Examination,1/5/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: oxidized lead nearly pristine colors sl-mod discolor a few holes, well nserted  embossed  Recommended Treatment: none  Care and Maintenance: LIMIT EXHIBITION DO NOT LOAN  Curatorial Priority:",,,none,none
32-143/78,Katsukawa Shunko,"The Actor Matsumoto Koshiro IV in the Play ""Keisei Azuma Kagami"", ca. 1788",Nishiki-e,Ink print,Overall: 13 1/4 x 5 1/2 in. (33.655 x 13.97 cm),Examination,1/5/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: colors good discolor and soil sl a few colors appear ""smeared"" physical cond good  Recommended Treatment: none  Care and Maintenance:   Curatorial Priority:",,,none,none
32-143/79,Katsukawa Shunko,The Actor Iwai Hanshiro V as Soga Juro,Nishiki-e,Ink print,Overall: 12 1/2 x 5 3/4 in. (31.75 x 14.605 cm),Examination,1/11/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: sl-mod fading of colors discolor sl-mod minor foxing soiling sl-mod - edges dirtier and abraded portions of paper thinned, espec at B edge  Recommended Treatment: clean  Care and Maintenance:   Curatorial Priority:",5-No treatment needed,,clean,surface clean
32-143/80,Katsukawa Shunko,The Actor Bando Hikosaburo III as a Samurai under a Pine Tree,Nishiki-e,Ink print,Overall: 12 5/16 x 5 1/2 in. (31.2738 x 13.97 cm),Examination,1/11/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: blue and purple mod faded sl oxidation of lead ed mod gen discolor edges quite soiled appears to have a thin backing, although no obvious physical damages  Recommended Treatment: clean wash  Care and Maintenance:   Curatorial Priority:",4-Periodic monitoring needed,,wash,wash
32-143/81,Katsukawa Shunko,Portrait of the Actor Ichikawa Komazo II,Nishiki-e,Ink print,Overall: 14 x 9 1/2 in. (35.56 x 24.13 cm),Examination,2/8/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: colors appear ok discolor and soil sl - mond num, inserts, some large - deplorable inptg - suggests color shift, but seems improbable  Recommended Treatment: clean replace inptg  Care and Maintenance:   Curatorial Priority:",4-Periodic monitoring needed,,inpaint,inpaint
32-143/82,Katsukawa Shunzan,Ladies and a Samurai Meeting at a Temple Gate,Nishiki-e,Ink print,Overall: 15 3/8 x 10 1/2 in. (39.0525 x 26.67 cm),Examination,1/11/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: mod discolor, waterstains at B edges, espec B and R, heavily soiled numerous worm losses overall backed without proper alignment of flaps, ectg  Recommended Treatment: clean wash mend and insert overall back  Care and Maintenance:   Curatorial Priority:",2-Treatment recommended,,wash mend/insert,wash & mend/insert
32-143/85,Katsukawa Shunko,The Actor Segawa Kichiji as a Lady Reading a Letter,Nishiki-e,Ink print,Overall: 12 1/4 x 5 3/4 in. (31.115 x 14.605 cm),Examination,1/11/1990,(not entered),Condition:  Frame:   Mat/Mount:   Object: oxidized red lead blue and purple totally faded paper discolor sl-mod except B edge which is very yellow reverse generally abraded  Recommended Treatment: none  Care and Maintenance:   Curatorial Priority:,,,none,none
32-143/86,Katsukawa Shunko,The Actor Ichikawa Monnosuke II as a Woman,Nishiki-e,Ink print,Overall: 12 x 6 in. (30.48 x 15.24 cm),Examination,1/11/1990,(not entered),Condition:  Frame:   Mat/Mount:   Object: blue and purple totally gone mod discolor and soiling of paper num old wormholes poorly mended  Recommended Treatment: clean wash re-mend  Care and Maintenance:   Curatorial Priority:,4-Periodic monitoring needed,,wash mend/insert,wash & mend/insert
32-143/87,Katsukawa Shuncho,Snow at the Niken Tea House,Nishiki-e,Ink print,Overall: 10 3/8 x 7 11/16 in. (26.3525 x 19.5262 cm),Examination,1/11/1990,(not entered),Condition:  Frame:   Mat/Mount:   Object: colors excellent mod discolor of paper mod soiling of edges red lead oxidized appears to be oxidizing the paper  Recommended Treatment: clean  Care and Maintenance:   Curatorial Priority:,5-No treatment needed,,clean,surface clean
32-143/89,Katsukawa Shuncho,A Lady Standing Beside a Brook,Nishiki-e,Ink print,Overall: 25 1/4 x 4 1/2 in. (64.135 x 11.43 cm),Examination,2/6/1990,(not entered),Condition:  Frame:   Mat/Mount:   Object: colors badly faded discolor and soil mod num smudges and stains edges badly abraded spot yellow adhesive UR weak chain lines well mended  Recommended Treatment: clean wash remove adhesive  Care and Maintenance:   Curatorial Priority:,2-Treatment recommended,,reduce adhesive wash,wash
32-143/90,Katsukawa Shuncho,A Lady Standing under a Willow Tree,Nishiki-e,Ink print,Overall: 24 1/2 x 4 5/8 in. (62.23 x 11.7475 cm),Examination,2/6/1990,(not entered),Condition:  Frame:   Mat/Mount:   Object: color badly faded discolor and soil mod mod fox (seen reverse) seam very yellow with apparent adhesive drips (?) on reverse  Recommended Treatment: clean wash  Care and Maintenance:   Curatorial Priority:,4-Periodic monitoring needed,,wash,wash
32-143/95,Katsukawa Shun'ei,Actor as an Otokodate,Nishiki-e,Ink print,Overall: 12 5/8 x 5 3/4 in. (32.0675 x 14.605 cm),Examination,1/11/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: colors appear fine discolor is sl-mod soiling sl worse at T and B ""random"" sm areas of thinning on reverse several ""worm"" holes - adequately inserted  Recommended Treatment: clean  Care and Maintenance:   Curatorial Priority:",5-No treatment needed,,clean,surface clean
32-143/100,Toun,"Shikino Ku Awase; poem on the 4 seasons, 1750",Nishiki-e,Ink print,Overall: 10 1/8 x 7 5/8 in. (25.7175 x 19.3675 cm),Examination,1/12/1990,(not entered),Condition:  Frame:   Mat/Mount:   Object: purple badly faded discolor mod soiling mod and spotty physical condition very good  Recommended Treatment: clean  Care and Maintenance:   Curatorial Priority:,5-No treatment needed,,clean,surface clean
32-143/101,Kitao Shigemasa I,"Two Geisha with a Samisen and a Book, ca. 1765",Nishiki-e,Ink print,Overall: 15 1/8 x 10 1/8 in. (38.4175 x 25.7175 cm),Examination,1/12/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: severe fading , difficult to identify colors mod discolor mod-severe soiling previously folded in 1/4ths, breaks and soiling overall backed  Recommended Treatment: none  Care and Maintenance:   Curatorial Priority:",,,none,none
32-143/102,Kitao Shigemasa I,"A Boy with a Turtle, ca. 1765",Nishiki-e,Ink print,Overall: 15 1/8 x 10 3/16 in. (38.4175 x 25.8762 cm),Examination,1/12/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: red lead totally oxidized; blue severely faded, purple moderately discolor sl-mod num worm holes - compensation variable - one very grey and distrubing overall backed  Recommended Treatment: remove backing from behind grey insert wash area on suct table insert loss and inpt  Care and Maintenance:   Curatorial Priority:",3-Treatment as necessary,,backing removal wash on suction table insert,backing removal & wash
32-143/103,Ippitsusai Buncho,An Actor Throwing Utaemon to the Ground,Nishiki-e,Ink print,Overall: 16 3/8 x 12 1/4 in. (41.5925 x 31.115 cm),Examination,1/12/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: sl-mod discoloration random stains and handling stains along T and B severe soiling severe abrasion on front and back with much thinning numerous holes, espec R and B heavily compensated  Recommended Treatment: clean remove patches wash on suction table insert overall back  Care and Maintenance:   Curatorial Priority:",3-Treatment as necessary,,remove patches wash mend/insert,wash & mend/insert
32-143/110,Isoda Koryusai,Kiyohime Dancing under a Cherry Tree,Nishiki-e,Ink print,Overall: 15 1/2 x 10 5/8 in. (39.37 x 26.9875 cm),Examination,1/12/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: beni and purple gone, sl blue remains discolor mod worse at T lge waterstain at R and over face R monk yellow inptg in sky awful sm edge losses - physical  cond gen good  Recommended Treatment: clean wash  Care and Maintenance:   Curatorial Priority:",3-Treatment as necessary,,wash,wash
32-143/111,Isoda Koryusai,The Orian Katsuyama with Her Two Kamuro Series: Hinagata Wakana no Hatsumoyo (New Patterns for Young Leaves),Nishiki-e,Ink print,Overall: 14 15/16 x 10 1/8 in. (37.9413 x 25.7175 cm),Examination,1/12/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: red lead oxidized colors mod faded discolor sl-mod, but quite bad on R corrosive stains, R side and mold stains UL overall backed, but appears no reason  Recommended Treatment: clean wash sunbleach  Care and Maintenance:   Curatorial Priority:",4-Periodic monitoring needed,,wash bleach,wash bleach
32-143/112,Isoda Koryusai,The Orian Tyoharu with her Two Kamuro Series: Hinagata Wakana no Hatsumoyo (New Patterns for Young Leaves),Nishiki-e,Ink print,Overall: 15 1/4 x 10 3/8 in. (38.735 x 26.3525 cm),Examination,1/12/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: red lead oxidized sl-mod fading of purple ""washed out"" band proper R sleeve or oiran? discolor mod  mod soiling thinning on T loss on L edge near T overall backed  Recommended Treatment: clean wash on suction table insert and tone loss  Care and Maintenance:   Curatorial Priority:",4-Periodic monitoring needed,,wash on suction table,wash on suction table
32-143/113,Isoda Koryusai,The Passion of a Kagema Series: Eight Refined Human Emotions (Furyu jinrin mitate hakkei),Nishiki-e,Ink print,Overall: 10 1/4 x 7 1/2 in. (26.035 x 19.05 cm),Examination,1/12/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: red lead oxidized pale blue fine, purple faded out discolor and soil sl dk  amber stain in UL and along B  Recommended Treatment: clean wash  Care and Maintenance:   Curatorial Priority:",5-No treatment needed,,wash,wash
32-143/114,Isoda Koryusai,Tanabata Series: Plays of the Five Annual Festivals (Imayo gosekku no tawamure),Nishiki-e,Ink print,Overall: 9 5/8 x 7 1/8 in. (24.4475 x 18.0975 cm),Examination,1/12/1990,(not entered),Condition:  Frame:   Mat/Mount:   Object: red lead heavily oxidized blue and purple completely faded discolor and soil sl=mod num old creases flattened and re-sized  Recommended Treatment: clean  Care and Maintenance:   Curatorial Priority:,5-No treatment needed,,clean,surface clean
32-143/115,Isoda Koryusai,A Fan Peddler,Nishiki-e,Ink print,Overall: 8 5/8 x 6 3/16 in. (21.9075 x 15.7162 cm),Examination,1/12/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: sl fading of aigami and purple red lead severely oxdized sl-mod discoloration and soiling, worst at T  sm liquid stains at UL reverse abraded  Recommended Treatment: clean wash T only, on suct table  Care and Maintenance:   Curatorial Priority:",5-No treatment needed,,wash on suction table,wash on suction table
32-143/122,Komai Yoshinobu,A Geisha Dreaming of Walking in the Snow,Nishiki-e,Ink print,Overall: 10 x 7 9/16 in. (25.4 x 19.2088 cm),Examination,1/12/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: red elad oxidized blues and reds faded discolor, sl-mod  surface heavily soiled adhesive (mica?) on edges,reverse portions of T edge thinned  Recommended Treatment: clean  Care and Maintenance:   Curatorial Priority:",5-No treatment needed,,clean,surface clean
